KiaStinger,$36000,https://im.mashina.kg/tachka/images//e/c/e/ecee40234b9de21d85fc40b92e4d293e_240x180.jpg,"2017 г., 3.3 л., автомат лифтбек, бензин руль слева, 126 000 км"
LexusLX,$135000,https://im.mashina.kg/tachka/images//1/8/a/18a738082fbec3f5048bcf1a3c6a90af_240x180.jpg,"2018 г., 5.7 л., автомат внедорожник 5 дв., бензин руль слева, 54 000 км"
KiaSportage,$42000,https://im.mashina.kg/tachka/images//6/e/c/6ece1b70decae24d3a35f3ae7f9bd6b2_240x180.jpg,"2022 г., 2.5 л., автомат внедорожник 5 дв., бензин руль слева, 3 800 км"
LexusRX,$45000,https://im.mashina.kg/tachka/images//9/2/9/92981baca26705ca1a726f9e5e4f5aff_240x180.jpg,"2017 г., 3.5 л., автомат внедорожник 5 дв., бензин руль слева, 90 000 км"
ToyotaCamry,$30000,https://im.mashina.kg/tachka/images//8/9/4/89435dbf4f657ca925780b482c263b17_240x180.jpg,"2018 г., 2.5 л., вариатор седан, гибрид руль слева, 80 000 км"
ToyotaCamry,$54000,https://im.mashina.kg/tachka/images//0/2/8/0285ac64612c65a43d344b5d2e38deec_240x180.jpg,"2023 г., 2.5 л., вариатор седан, гибрид руль слева, 30 км"
BMWX5,$48000,https://im.mashina.kg/tachka/images//e/3/f/e3f765c29a057355694c2ae400e8f052_240x180.jpg,"2018 г., 3 л., автомат внедорожник 5 дв., дизель руль слева, 92 000 км"
BMW7серии,$42000,https://im.mashina.kg/tachka/images//c/a/6/ca6d47b0591f517603a0632d547875d6_240x180.jpg,"2018 г., 2 л., автомат седан, бензин руль слева, 30 600 км"
ToyotaHighlander,$34000,https://im.mashina.kg/tachka/images//f/9/d/f9d02fbcdac6e4ff7f59fbe663176ffe_240x180.jpg,"2019 г., 3.5 л., автомат внедорожник 5 дв., бензин руль слева, 130 000 км"
LexusIS,$24500,https://im.mashina.kg/tachka/images//c/1/9/c1916e865d4a0a16f34d04093c985a67_240x180.jpg,"2016 г., 2 л., автомат седан, бензин руль слева, 157 000 км"
LexusES,$29000,https://im.mashina.kg/tachka/images//8/8/7/8871e093f441a02c92f96811692444d6_240x180.jpg,"2015 г., 2.5 л., вариатор седан, гибрид руль слева, 159 000 км"
ToyotaLandCruiserPrado,$15900,https://im.mashina.kg/tachka/images//6/e/b/6eb898eb378b1df156910f4e11a8b36f_240x180.jpg,"2004 г., 3 л., автомат внедорожник 5 дв., дизель руль слева, 320 000 км"
LandRoverDiscoverySport,$31500,https://im.mashina.kg/tachka/images//1/7/c/17c3078cd01fba166502b20c335308c5_240x180.jpg,"2018 г., 2 л., автомат внедорожник 5 дв., дизель руль слева, 26 000 км"
KiaK7,$28000,https://im.mashina.kg/tachka/images//1/0/6/106db1f12ce42580f14f776a8037f86f_240x180.jpg,"2020 г., 3 л., автомат седан, газ руль слева, 60 800 км"
BMWX7,$135000,https://im.mashina.kg/tachka/images//7/6/a/76a4810b71b39f9d39eb19ed70d534e5_240x180.jpg,"2021 г., 3 л., автомат внедорожник 5 дв., бензин руль слева, 17 000 км"
LexusRX,$23800,https://im.mashina.kg/tachka/images//0/7/0/0706f1469770b44d449d2c6ecd0a09db_240x180.jpg,"2011 г., 3.5 л., вариатор внедорожник 5 дв., гибрид руль слева, 137 000 км"
KiaCarnival,$20000,https://im.mashina.kg/tachka/images//5/6/2/56294748b26c9e1162aa53f1e2f6f34b_240x180.jpg,"2016 г., 2.2 л., автомат минивэн, дизель руль слева, 172 000 км"
HyundaiSonata,$12900,https://im.mashina.kg/tachka/images//7/0/8/70867f5801304954c1cd706b6b0449ca_240x180.jpg,"2018 г., 2 л., автомат седан, газ руль слева, 180 999 км"
KiaMorning,$7800,https://im.mashina.kg/tachka/images//a/e/1/ae1251cfad6b6996af8f9bb678449af7_240x180.jpg,"2016 г., 1 л., автомат хэтчбек 5 дв., бензин руль слева, 257 000 км"
HondaAccord,$22000,https://im.mashina.kg/tachka/images//f/1/8/f186add2c2f114d13bb5b707a77544a8_240x180.jpg,"2018 г., 1.5 л., вариатор седан, бензин руль слева, 53 000 км"
KiaStinger,$36000,https://im.mashina.kg/tachka/images//e/c/e/ecee40234b9de21d85fc40b92e4d293e_240x180.jpg,"2017 г., 3.3 л., автомат лифтбек, бензин руль слева, 126 000 км"
LexusLX,$135000,https://im.mashina.kg/tachka/images//1/8/a/18a738082fbec3f5048bcf1a3c6a90af_240x180.jpg,"2018 г., 5.7 л., автомат внедорожник 5 дв., бензин руль слева, 54 000 км"
KiaSportage,$42000,https://im.mashina.kg/tachka/images//6/e/c/6ece1b70decae24d3a35f3ae7f9bd6b2_240x180.jpg,"2022 г., 2.5 л., автомат внедорожник 5 дв., бензин руль слева, 3 800 км"
LexusRX,$45000,https://im.mashina.kg/tachka/images//9/2/9/92981baca26705ca1a726f9e5e4f5aff_240x180.jpg,"2017 г., 3.5 л., автомат внедорожник 5 дв., бензин руль слева, 90 000 км"
ToyotaCamry,$30000,https://im.mashina.kg/tachka/images//8/9/4/89435dbf4f657ca925780b482c263b17_240x180.jpg,"2018 г., 2.5 л., вариатор седан, гибрид руль слева, 80 000 км"
ToyotaCamry,$54000,https://im.mashina.kg/tachka/images//0/2/8/0285ac64612c65a43d344b5d2e38deec_240x180.jpg,"2023 г., 2.5 л., вариатор седан, гибрид руль слева, 30 км"
BMWX5,$48000,https://im.mashina.kg/tachka/images//e/3/f/e3f765c29a057355694c2ae400e8f052_240x180.jpg,"2018 г., 3 л., автомат внедорожник 5 дв., дизель руль слева, 92 000 км"
BMW7серии,$42000,https://im.mashina.kg/tachka/images//c/a/6/ca6d47b0591f517603a0632d547875d6_240x180.jpg,"2018 г., 2 л., автомат седан, бензин руль слева, 30 600 км"
ToyotaHighlander,$34000,https://im.mashina.kg/tachka/images//f/9/d/f9d02fbcdac6e4ff7f59fbe663176ffe_240x180.jpg,"2019 г., 3.5 л., автомат внедорожник 5 дв., бензин руль слева, 130 000 км"
LexusIS,$24500,https://im.mashina.kg/tachka/images//c/1/9/c1916e865d4a0a16f34d04093c985a67_240x180.jpg,"2016 г., 2 л., автомат седан, бензин руль слева, 157 000 км"
LexusES,$29000,https://im.mashina.kg/tachka/images//8/8/7/8871e093f441a02c92f96811692444d6_240x180.jpg,"2015 г., 2.5 л., вариатор седан, гибрид руль слева, 159 000 км"
ToyotaLandCruiserPrado,$15900,https://im.mashina.kg/tachka/images//6/e/b/6eb898eb378b1df156910f4e11a8b36f_240x180.jpg,"2004 г., 3 л., автомат внедорожник 5 дв., дизель руль слева, 320 000 км"
LandRoverDiscoverySport,$31500,https://im.mashina.kg/tachka/images//1/7/c/17c3078cd01fba166502b20c335308c5_240x180.jpg,"2018 г., 2 л., автомат внедорожник 5 дв., дизель руль слева, 26 000 км"
KiaK7,$28000,https://im.mashina.kg/tachka/images//1/0/6/106db1f12ce42580f14f776a8037f86f_240x180.jpg,"2020 г., 3 л., автомат седан, газ руль слева, 60 800 км"
BMWX7,$135000,https://im.mashina.kg/tachka/images//7/6/a/76a4810b71b39f9d39eb19ed70d534e5_240x180.jpg,"2021 г., 3 л., автомат внедорожник 5 дв., бензин руль слева, 17 000 км"
LexusRX,$23800,https://im.mashina.kg/tachka/images//0/7/0/0706f1469770b44d449d2c6ecd0a09db_240x180.jpg,"2011 г., 3.5 л., вариатор внедорожник 5 дв., гибрид руль слева, 137 000 км"
KiaCarnival,$20000,https://im.mashina.kg/tachka/images//5/6/2/56294748b26c9e1162aa53f1e2f6f34b_240x180.jpg,"2016 г., 2.2 л., автомат минивэн, дизель руль слева, 172 000 км"
HyundaiSonata,$12900,https://im.mashina.kg/tachka/images//7/0/8/70867f5801304954c1cd706b6b0449ca_240x180.jpg,"2018 г., 2 л., автомат седан, газ руль слева, 180 999 км"
KiaMorning,$7800,https://im.mashina.kg/tachka/images//a/e/1/ae1251cfad6b6996af8f9bb678449af7_240x180.jpg,"2016 г., 1 л., автомат хэтчбек 5 дв., бензин руль слева, 257 000 км"
HondaAccord,$22000,https://im.mashina.kg/tachka/images//f/1/8/f186add2c2f114d13bb5b707a77544a8_240x180.jpg,"2018 г., 1.5 л., вариатор седан, бензин руль слева, 53 000 км"
BMWX5,$36000,https://im.mashina.kg/tachka/images//d/7/2/d726d6f3fd09a78b8145e0a1b70fd42c_240x180.jpg,"2013 г., 4.4 л., автомат внедорожник 5 дв., бензин руль слева, 200 000 км"
MazdaMPV,$6000,https://im.mashina.kg/tachka/images//b/b/4/bb41020c3b196a95269616024551f228_240x180.jpg,"2003 г., 2.3 л., механика компактвэн, бензин руль слева, 310 427 км"
LexusRX,$23333,https://im.mashina.kg/tachka/images//d/6/f/d6fdd9bb93c5c721cde36366876a5ae2_240x180.jpg,"2010 г., 3.5 л., автомат внедорожник 5 дв., бензин руль слева, 250 000 км"
ToyotaCamry,$21500,None,"2016 г., 2.5 л., автомат седан, бензин руль слева, 158 000 км"
RenaultLogan,$15000,https://im.mashina.kg/tachka/images//3/d/6/3d6cb4288d646b22f356330dedf40b33_240x180.jpg,"2021 г., 1.6 л., автомат седан, бензин руль слева, 18 700 км"
HondaAccord,$8400,https://im.mashina.kg/tachka/images//4/6/e/46e0584ddc780b6732c0e471a8c53624_240x180.jpg,"2008 г., 2.4 л., автомат седан, бензин руль слева, 245 550 км"
ToyotaCamry,$26000,https://im.mashina.kg/tachka/images//d/8/9/d8919d21ed1e9492914e851dbf56f861_240x180.jpg,"2019 г., 2.5 л., автомат седан, бензин руль слева, 65 000 км"
KiaSorento,$43500,https://im.mashina.kg/tachka/images//4/7/8/47812a8fa11e1a7e79bffc5104de0a58_240x180.jpg,"2021 г., 2.2 л., робот внедорожник 5 дв., дизель руль слева, 26 000 км"
Toyota4Runner,$23500,https://im.mashina.kg/tachka/images//f/d/d/fdd8ed9cf9bb7dff93701e13ddef2f16_240x180.jpg,"2006 г., 4 л., автомат внедорожник 5 дв., бензин руль слева, 190 000 км"
ToyotaLandCruiser,$119000,https://im.mashina.kg/tachka/images//9/5/1/95108f1936d654dedbdbe57325f9b7e3_240x180.jpg,"2023 г., 4 л., автомат внедорожник 5 дв., бензин руль слева, 150 км"
LexusGX,$52500,https://im.mashina.kg/tachka/images//a/7/f/a7f6e35fcf1ab7b1770ca4a9e69e7d83_240x180.jpg,"2018 г., 4.6 л., автомат внедорожник 5 дв., бензин руль слева, 50 000 км"
HondaAccord,$9600,https://im.mashina.kg/tachka/images//d/1/6/d16c7d3931e583240a1ffefc68873feb_240x180.jpg,"2005 г., 2.4 л., автомат седан, бензин руль справа, 185 000 км"
HyundaiSonata,$14200,https://im.mashina.kg/tachka/images//f/2/3/f23f3a279967fd7d6f26a80e87e77390_240x180.jpg,"2018 г., 2 л., автомат седан, газ руль слева, 97 000 км"
ToyotaCamry,$25000,https://im.mashina.kg/tachka/images//9/f/1/9f10124151db2be500533bcb7e1cc6aa_240x180.jpg,"2020 г., 2.5 л., автомат седан, бензин руль слева, 50 000 км"
ToyotaCamry,$27000,https://im.mashina.kg/tachka/images//7/4/8/74877ec62a000719d91089e38c62c641_240x180.jpg,"2020 г., 2.5 л., автомат седан, бензин руль слева, 62 000 км"
BMWX7,$138000,https://im.mashina.kg/tachka/images//2/9/5/29570ac2e01b0f2524b1635dd11b061e_240x180.jpg,"2022 г., 3 л., автомат внедорожник 5 дв., бензин руль слева, 15 000 км"
ToyotaCamry(Japan),$10700,https://im.mashina.kg/tachka/images//f/9/6/f9681c7e7ffde3b7e34bd419a4c40d98_240x180.jpg,"2003 г., 2.4 л., автомат седан, бензин руль справа, 295 000 км"
BMW5серии,$36999,https://im.mashina.kg/tachka/images//e/5/9/e59eeed033fbbb153e789d460bacd564_240x180.jpg,"2018 г., 3 л., автомат седан, бензин руль слева, 65 000 км"
Mercedes-BenzE-класс,$14500,https://im.mashina.kg/tachka/images//f/d/c/fdcd06fbb33bfdacfd340c60f1a33a33_240x180.jpg,"2001 г., 4.3 л., автомат седан, бензин руль слева, 220 000 км"
HyundaiTucson,$17000,https://im.mashina.kg/tachka/images//a/c/c/accea6606347fb470d10d7d3bf6d54cc_240x180.jpg,"2016 г., 2 л., автомат внедорожник 5 дв., дизель руль слева, 122 000 км"
SubaruOutback,$17500,https://im.mashina.kg/tachka/images//1/2/9/129810ff2a9c5f9df61c3fab1c51742e_240x180.jpg,"2018 г., 2.5 л., вариатор универсал, бензин руль слева, 65 000 км"
HyundaiSonata,$12500,https://im.mashina.kg/tachka/images//6/7/f/67f858d9da9f079772d1a272c41af980_240x180.jpg,"2016 г., 2.4 л., автомат седан, бензин руль слева, 180 000 км"
LexusGS,$32000,https://im.mashina.kg/tachka/images//a/3/e/a3eb0a15efadca5c273c493f896bd3d9_240x180.jpg,"2017 г., 2.5 л., вариатор седан, гибрид руль слева, 103 000 км"
HyundaiSonata,$17900,https://im.mashina.kg/tachka/images//2/d/d/2dd9877fa94cc914f394768797b92fa8_240x180.jpg,"2018 г., 2 л., автомат седан, газ руль слева, 155 000 км"
KiaK5IIСедан,$11999,https://im.mashina.kg/tachka/images//5/f/0/5f088ff8cfe18174c02ab9813441a234_240x180.jpg,"2016 г., 2 л., автомат седан, газ руль слева, 132 000 км"
ToyotaCamry,$17500,https://im.mashina.kg/tachka/images//e/c/0/ec006a60d23b6544511681d909efabf9_240x180.jpg,"2016 г., 2.5 л., автомат седан, бензин руль слева, 280 000 км"
KiaMohave(Borrego),$64000,https://im.mashina.kg/tachka/images//0/9/b/09b13a90494f267fc3d17d1738e46091_240x180.jpg,"2023 г., 3 л., автомат внедорожник 5 дв., дизель руль слева"
HyundaiSonata,$13600,https://im.mashina.kg/tachka/images//1/7/4/17459a1aa65d1a8940206c7654ae046e_240x180.jpg,"2018 г., 2 л., автомат седан, газ руль слева, 118 000 км"
HyundaiSonata,$30300,https://im.mashina.kg/tachka/images//7/4/b/74b2aaed362b651f4d80d6d2ffb6f6b6_240x180.jpg,"2021 г., 1.6 л., автомат седан, бензин руль слева, 58 000 км"
Mercedes-BenzC-Класс,$29900,https://im.mashina.kg/tachka/images//0/0/7/00710e8445012c3bb25ca0cf2d9eef8e_240x180.jpg,"2017 г., 2 л., автомат седан, бензин руль слева, 86 000 км"
BMWX6,$39900,https://im.mashina.kg/tachka/images//4/4/9/449b2b3bc3722ba357be17d46ada2f48_240x180.jpg,"2015 г., 3 л., автомат внедорожник 5 дв., дизель руль слева, 200 000 км"
BMWX7,$106000,https://im.mashina.kg/tachka/images//4/b/3/4b30d35a91526dad19defdbfc3aac981_240x180.jpg,"2021 г., 3 л., автомат внедорожник 5 дв., бензин руль слева, 60 000 км"
KiaMorning,$10800,https://im.mashina.kg/tachka/images//a/4/f/a4f5cce4e5afb4d8bfe09ab5667c672e_240x180.jpg,"2017 г., 1 л., автомат хэтчбек 5 дв., бензин руль слева, 100 000 км"
BMW7серии,$45000,https://im.mashina.kg/tachka/images//2/e/9/2e9c924bb4eefb2594198236d6cc33be_240x180.jpg,"2016 г., 3 л., автомат седан, дизель руль слева, 75 000 км"
LexusCT,$13900,https://im.mashina.kg/tachka/images//f/c/9/fc90929bf8758dc49218e147f2916170_240x180.jpg,"2012 г., 1.8 л., вариатор хэтчбек 5 дв., гибрид руль слева, 157 000 км"
KiaK5IIIСедан,$36000,https://im.mashina.kg/tachka/images//6/d/b/6dbaa894e9a973895c652149fce97c35_240x180.jpg,"2020 г., 2 л., автомат седан, бензин руль слева, 28 000 км"
AudiQ7,$52000,https://im.mashina.kg/tachka/images//b/7/3/b732dc8b6f151da69651c558b65b61f8_240x180.jpg,"2017 г., 3 л., автомат внедорожник 5 дв., бензин руль слева, 142 000 км"
LexusRX,$52000,https://im.mashina.kg/tachka/images//e/0/8/e081ef3ab5eae023d4e0e35ff20c8aab_240x180.jpg,"2018 г., 3.5 л., вариатор внедорожник 5 дв., гибрид руль слева, 110 000 км"
ToyotaCamry,$8600,https://im.mashina.kg/tachka/images//0/5/8/0585062696f6bc7ecf97dee6bd6f47c9_240x180.jpg,"2004 г., 3 л., автомат седан, бензин руль слева, 280 000 км"
BMWX5,$65000,https://im.mashina.kg/tachka/images//0/5/5/055a56bd092d61336d21aac2187edf8d_240x180.jpg,"2019 г., 3 л., автомат внедорожник 5 дв., дизель руль слева, 11 000 км"
Mazda2,$12800,https://im.mashina.kg/tachka/images//1/9/1/1917ca127fe57e89d82c7a5c79409f39_240x180.jpg,"2017 г., 1.5 л., автомат хэтчбек 5 дв., бензин руль слева, 37 800 км"
HondaAccord,$7600,https://im.mashina.kg/tachka/images//6/c/3/6c371ec5c3a7ea1c55eee2de6e6c15a6_240x180.jpg,"2005 г., 2.4 л., автомат седан, бензин руль слева, 325 000 км"
BMWX5,$125000,https://im.mashina.kg/tachka/images//b/6/6/b66381e8ec9f86db62540edb16e960b6_240x180.jpg,"2022 г., 3 л., автомат внедорожник 5 дв., гибрид руль слева, 11 км"
ToyotaCamry(Japan),$12500,https://im.mashina.kg/tachka/images//5/8/7/587ce43e1078f320b58605f2caca8318_240x180.jpg,"2004 г., 2.4 л., автомат седан, бензин руль справа, 100 720 км"
ToyotaRAV4,$23500,https://im.mashina.kg/tachka/images//9/b/1/9b1bff26a976654ddef5effb8cdca737_240x180.jpg,"2016 г., 2.5 л., вариатор внедорожник 5 дв., гибрид руль слева, 120 000 км"
HyundaiSonata,$17500,https://im.mashina.kg/tachka/images//d/7/a/d7a5b7a8d76f23055677bdb5272daeee_240x180.jpg,"2018 г., 2 л., автомат седан, газ руль слева, 146 000 км"
ToyotaRAV4,$38500,https://im.mashina.kg/tachka/images//8/2/f/82fa8e64b96369a9c264aa80b2a7ff99_240x180.jpg,"2019 г., 2.5 л., вариатор внедорожник 5 дв., гибрид руль слева, 20 236 км"
HyundaiSantaFe,$19500,https://im.mashina.kg/tachka/images//d/c/4/dc43fd5a8280c9e4f29c0073ba637a57_240x180.jpg,"2017 г., 2.4 л., автомат внедорожник 5 дв., бензин руль слева, 37 609 км"
ChevroletCruze,$12800,https://im.mashina.kg/tachka/images//d/c/9/dc9127625657ebb8a4548fcf158ba54a_240x180.jpg,"2017 г., 1.4 л., автомат седан, бензин руль слева, 100 000 км"
BMWi4,$96789,https://im.mashina.kg/tachka/images//3/2/3/323567421eef277b6b3cdb6dc0241c03_240x180.jpg,"2023 г., автомат лифтбек, электро руль слева новый"
ToyotaCamry,$21000,https://im.mashina.kg/tachka/images//0/b/6/0b63a0b48ec51c02db8cab0f2aa9baed_240x180.jpg,"2019 г., 2.5 л., автомат седан, бензин руль слева, 65 000 км"
KiaCarnival,$58500,https://im.mashina.kg/tachka/images//a/0/d/a0d4f2c0457b68895d48679242091c48_240x180.jpg,"2022 г., 3.5 л., автомат минивэн, бензин руль слева, 8 000 км"
SubaruOutback,$20500,https://im.mashina.kg/tachka/images//7/2/8/728f407991fa3eb528a6eeae563e849f_240x180.jpg,"2016 г., 2.5 л., вариатор универсал, бензин руль слева, 101 000 км"
KiaK5IIIСедан,$26300,https://im.mashina.kg/tachka/images//5/7/b/57b5198dd5ee5eee893f7f332b41765b_240x180.jpg,"2021 г., 2 л., автомат седан, бензин руль слева, 64 000 км"
LexusUX,$35000,https://im.mashina.kg/tachka/images//e/8/f/e8f353e0eeb3701a73b0469860139286_240x180.jpg,"2019 г., 2 л., вариатор внедорожник 5 дв., гибрид руль слева, 15 000 км"
BMW5серии,$34700,https://im.mashina.kg/tachka/images//9/e/8/9e83ed714746971ea006b7f6974f4b6f_240x180.jpg,"2018 г., 3 л., автомат седан, бензин руль слева, 58 000 км"
SubaruCrosstrek,$15999,https://im.mashina.kg/tachka/images//b/b/e/bbe9213086c58916e31cd05f41abd4d1_240x180.jpg,"2017 г., 2 л., вариатор внедорожник 5 дв., бензин руль слева, 85 000 км"
ToyotaCamry,$12700,https://im.mashina.kg/tachka/images//f/c/2/fc289ae954f30c5a6695806839d05751_240x180.jpg,"2005 г., 2.4 л., автомат седан, бензин руль слева, 300 000 км"
LexusGX,$50000,https://im.mashina.kg/tachka/images//f/d/7/fd7c51ad99d749e97c732a46854f5b6a_240x180.jpg,"2014 г., 4.6 л., автомат внедорожник 5 дв., бензин руль слева, 45 000 км"
ToyotaCamry,$13000,https://im.mashina.kg/tachka/images//9/0/b/90ba52828fa51000951364ccd46811ea_240x180.jpg,"2013 г., 2.5 л., автомат седан, бензин руль слева, 132 000 км"
ToyotaCamry,$9300,https://im.mashina.kg/tachka/images//1/6/d/16d27cee157709b67c0c22e005445b87_240x180.jpg,"2004 г., 2.4 л., автомат седан, бензин руль слева, 200 000 км"
KiaSorento,$37800,https://im.mashina.kg/tachka/images//c/3/5/c35779042892d52db1501dbc0e77b24f_240x180.jpg,"2021 г., 2.2 л., робот внедорожник 5 дв., дизель руль слева, 21 500 км"
ToyotaCamry,$44800,https://im.mashina.kg/tachka/images//f/1/9/f199dd83cd07948024fcd7a55ece38e7_240x180.jpg,"2021 г., 2.5 л., автомат седан, бензин руль слева, 21 000 км"
BMW5серии,$55000,https://im.mashina.kg/tachka/images//8/a/e/8ae309e024d9684c8b90b10c4ee3c6ca_240x180.jpg,"2020 г., 2 л., автомат седан, дизель руль слева, 99 000 км"
SubaruForester,$11500,https://im.mashina.kg/tachka/images//1/e/5/1e5913dce510ee4893e8926cf5dfb141_240x180.jpg,"2011 г., 2.5 л., автомат внедорожник 5 дв., бензин руль слева, 133 000 км"
HyundaiSonata,$13000,https://im.mashina.kg/tachka/images//9/0/3/90323640ea22e9aeac18897a4590057e_240x180.jpg,"2018 г., 2 л., автомат седан, газ руль слева, 220 000 км"
LexusGX,$55500,https://im.mashina.kg/tachka/images//0/9/1/0916d2f638976124a43c4d08d64306a8_240x180.jpg,"2017 г., 4.6 л., автомат внедорожник 5 дв., бензин руль слева, 201 000 км"
KiaSportage,$18000,https://im.mashina.kg/tachka/images//b/d/a/bda4eec4819c56d5785b5f9e666b10b3_240x180.jpg,"2019 г., 2 л., механика внедорожник 5 дв., бензин руль слева, 37 700 км"
HondaInspire,$7900,https://im.mashina.kg/tachka/images//e/b/c/ebcbf68fc29f0bd030c654a341c2ba0e_240x180.jpg,"2003 г., 3 л., автомат седан, бензин руль справа, 135 158 км"
NissanPathfinder,$11500,https://im.mashina.kg/tachka/images//0/0/f/00f7864c4c2162711edc92b95ef81186_240x180.jpg,"2005 г., 4 л., автомат внедорожник 5 дв., бензин руль слева, 138 000 км"
